Code,Description,Level,Parent_Code
51112,Periodical Publishers,Industry,5111
511120,Periodical Publishers,U.S. Industry,51112
51113,Book Publishers,Industry,5111
511130,Book Publishers,U.S. Industry,51113
51114,Directory and Mailing List Publishers,Industry,5111
511140,Directory and Mailing List Publishers,U.S. Industry,51114
51119,Other Publishers,Industry,5111
511191,Greeting Card Publishers,U.S. Industry,51119
511199,All Other Publishers,U.S. Industry,51119
5112,Software Publishers,Industry Group,511
51121,Software Publishers,Industry,5112
511210,Software Publishers,U.S. Industry,51121
512,Motion Picture and Sound Recording Industries,Subsector,51
5121,Motion Picture and Video Industries,Industry Group,512
51211,Motion Picture and Video Production,Industry,5121
512110,Motion Picture and Video Production,U.S. Industry,51211
51212,Motion Picture and Video Distribution,Industry,5121
512120,Motion Picture and Video Distribution,U.S. Industry,51212
51213,Motion Picture and Video Exhibition,Industry,5121
512131,Motion Picture Theaters (except Drive-Ins),U.S. Industry,51213
512132,Drive-In Motion Picture Theaters,U.S. Industry,51213
51219,Postproduction Services and Other Motion Picture and Video Industries,Industry,5121
512191,Teleproduction and Other Postproduction Services,U.S. Industry,51219
512199,Other Motion Picture and Video Industries,U.S. Industry,51219
5122,Sound Recording Industries,Industry Group,512
51223,Music Publishers,Industry,5122
512230,Music Publishers,U.S. Industry,51223
51224,Sound Recording Studios,Industry,5122
512240,Sound Recording Studios,U.S. Industry,51224
51225,Record Production and Distribution,Industry,5122
512250,Record Production and Distribution,U.S. Industry,51225
51229,Other Sound Recording Industries,Industry,5122
512290,Other Sound Recording Industries,U.S. Industry,51229
515,Broadcasting (except Internet),Subsector,51
5151,Radio and Television Broadcasting,Industry Group,515
51511,Radio Broadcasting,Industry,5151
515111,Radio Networks,U.S. Industry,51511
515112,Radio Stations,U.S. Industry,51511
51512,Television Broadcasting,Industry,5151
515120,Television Broadcasting,U.S. Industry,51512
5152,Cable and Other Subscription Programming,Industry Group,515
51521,Cable and Other Subscription Programming,Industry,5152
515210,Cable and Other Subscription Programming,U.S. Industry,51521
517,Telecommunications,Subsector,51
5173,Wired and Wireless Telecommunications Carriers,Industry Group,517
51731,Wired and Wireless Telecommunications Carriers,Industry,5173
517311,Wired Telecommunications Carriers,U.S. Industry,51731
517312,Wireless Telecommunications Carriers (except Satellite),U.S. Industry,51731
5174,Satellite Telecommunications,Industry Group,517
51741,Satellite Telecommunications,Industry,5174
517410,Satellite Telecommunications,U.S. Industry,51741
5179,Other Telecommunications,Industry Group,517
51791,Other Telecommunications,Industry,5179
517911,Telecommunications Resellers,U.S. Industry,51791
517919,All Other Telecommunications,U.S. Industry,51791
518,"Data Processing, Hosting, and Related Services",Subsector,51
5182,"Data Processing, Hosting, and Related Services",Industry Group,518
51821,"Data Processing, Hosting, and Related Services",Industry,5182
518210,"Data Processing, Hosting, and Related Services",U.S. Industry,51821
519,Other Information Services,Subsector,51
5191,Other Information Services,Industry Group,519
51911,News Syndicates,Industry,5191
519110,News Syndicates,U.S. Industry,51911
51912,Libraries and Archives,Industry,5191
519120,Libraries and Archives,U.S. Industry,51912
51913,Internet Publishing and Broadcasting and Web Search Portals,Industry,5191
519130,Internet Publishing and Broadcasting and Web Search Portals,U.S. Industry,51913
51919,All Other Information Services,Industry,5191
519190,All Other Information Services,U.S. Industry,51919
52,Finance and Insurance,Sector,
521,Monetary Authorities-Central Bank,Subsector,52
5211,Monetary Authorities-Central Bank,Industry Group,521
52111,Monetary Authorities-Central Bank,Industry,5211
521110,Monetary Authorities-Central Bank,U.S. Industry,52111
522,Credit Intermediation and Related Activities,Subsector,52
5221,Depository Credit Intermediation,Industry Group,522
52211,Commercial Banking,Industry,5221
522110,Commercial Banking,U.S. Industry,52211
52212,Savings Institutions,Industry,5221
522120,Savings Institutions,U.S. Industry,52212
52213,Credit Unions,Industry,5221
522130,Credit Unions,U.S. Industry,52213
52219,Other Depository Credit Intermediation,Industry,5221
522190,Other Depository Credit Intermediation,U.S. Industry,52219
5222,Nondepository Credit Intermediation,Industry Group,522
52221,Credit Card Issuing,Industry,5222
522210,Credit Card Issuing,U.S. Industry,52221
52222,Sales Financing,Industry,5222
522220,Sales Financing,U.S. Industry,52222
52229,Other Nondepository Credit Intermediation,Industry,5222
522291,Consumer Lending,U.S. Industry,52229
522292,Real Estate Credit,U.S. Industry,52229
522293,International Trade Financing,U.S. Industry,52229
522294,Secondary Market Financing,U.S. Industry,52229
522298,All Other Nondepository Credit Intermediation,U.S. Industry,52229
5223,Activities Related to Credit Intermediation,Industry Group,522
52231,Mortgage and Nonmortgage Loan Brokers,Industry,5223
522310,Mortgage and Nonmortgage Loan Brokers,U.S. Industry,52231
52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Industry,5223
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",U.S. Industry,52232
52239,Other Activities Related to Credit Intermediation,Industry,5223
522390,Other Activities Related to Credit Intermediation,U.S. Industry,52239
523,"Securities, Commodity Contracts, and Other Financial Investments and",Subsector,52
5231,Securities and Commodity Contracts Intermediation and Brokerage,Industry Group,523
52311,Investment Banking and Securities Dealing,Industry,5231
523110,Investment Banking and Securities Dealing,U.S. Industry,52311
52312,Securities Brokerage,Industry,5231
523120,Securities Brokerage,U.S. Industry,52312
52313,Commodity Contracts Dealing,Industry,5231
523130,Commodity Contracts Dealing,U.S. Industry,52313
52314,Commodity Contracts Brokerage,Industry,5231
523140,Commodity Contracts Brokerage,U.S. Industry,52314
5232,Securities and Commodity Exchanges,Industry Group,523
52321,Securities and Commodity Exchanges,Industry,5232
523210,Securities and Commodity Exchanges,U.S. Industry,52321
5239,Other Financial Investment Activities,Industry Group,523
52391,Miscellaneous Intermediation,Industry,5239
523910,Miscellaneous Intermediation,U.S. Industry,52391
52392,Portfolio Management,Industry,5239
523920,Portfolio Management,U.S. Industry,52392
52393,Investment Advice,Industry,5239
523930,Investment Advice,U.S. Industry,52393
52399,All Other Financial Investment Activities,Industry,5239
523991,"Trust, Fiduciary, and Custody Activities",U.S. Industry,52399
523999,Miscellaneous Financial Investment Activities,U.S. Industry,52399
524,Insurance Carriers and Related Activities,Subsector,52
5241,Insurance Carriers,Industry Group,524
52411,"Direct Life, Health, and Medical Insurance Carriers",Industry,5241
524113,Direct Life Insurance Carriers,U.S. Industry,52411
524114,Direct Health and Medical Insurance Carriers,U.S. Industry,52411
52412,"Direct Insurance (except Life, Health, and Medical) Carriers",Industry,5241
524126,Direct Property and Casualty Insurance Carriers,U.S. Industry,52412
524127,Direct Title Insurance Carriers,U.S. Industry,52412
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",U.S. Industry,52412
52413,Reinsurance Carriers,Industry,5241
524130,Reinsurance Carriers,U.S. Industry,52413
5242,"Agencies, Brokerages, and Other Insurance Related Activities",Industry Group,524
52421,Insurance Agencies and Brokerages,Industry,5242
524210,Insurance Agencies and Brokerages,U.S. Industry,52421
52429,Other Insurance Related Activities,Industry,5242
524291,Claims Adjusting,U.S. Industry,52429
524292,Third Party Administration of Insurance and Pension Funds,U.S. Industry,52429
524298,All Other Insurance Related Activities,U.S. Industry,52429
525,"Funds, Trusts, and Other Financial Vehicles",Subsector,52
5251,Insurance and Employee Benefit Funds,Industry Group,525
52511,Pension Funds,Industry,5251
525110,Pension Funds,U.S. Industry,52511
52512,Health and Welfare Funds,Industry,5251
525120,Health and Welfare Funds,U.S. Industry,52512
52519,Other Insurance Funds,Industry,5251
525190,Other Insurance Funds,U.S. Industry,52519
5259,Other Investment Pools and Funds,Industry Group,525
52591,Open-End Investment Funds,Industry,5259
525910,Open-End Investment Funds,U.S. Industry,52591
52592,"Trusts, Estates, and Agency Accounts",Industry,5259
525920,"Trusts, Estates, and Agency Accounts",U.S. Industry,52592
52599,Other Financial Vehicles,Industry,5259
525990,Other Financial Vehicles,U.S. Industry,52599
53,Real Estate and Rental and Leasing,Sector,
531,Real Estate,Subsector,53
5311,Lessors of Real Estate,Industry Group,531
53111,Lessors of Residential Buildings and Dwellings,Industry,5311
531110,Lessors of Residential Buildings and Dwellings,U.S. Industry,53111
53112,Lessors of Nonresidential Buildings (except Miniwarehouses),Industry,5311
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),U.S. Industry,53112
53113,Lessors of Miniwarehouses and Self-Storage Units,Industry,5311
531130,Lessors of Miniwarehouses and Self-Storage Units,U.S. Industry,53113
53119,Lessors of Other Real Estate Property,Industry,5311
531190,Lessors of Other Real Estate Property,U.S. Industry,53119
5312,Offices of Real Estate Agents and Brokers,Industry Group,531
53121,Offices of Real Estate Agents and Brokers,Industry,5312
531210,Offices of Real Estate Agents and Brokers,U.S. Industry,53121
5313,Activities Related to Real Estate,Industry Group,531
53131,Real Estate Property Managers,Industry,5313
531311,Residential Property Managers,U.S. Industry,53131
531312,Nonresidential Property Managers,U.S. Industry,53131
53132,Offices of Real Estate Appraisers,Industry,5313
531320,Offices of Real Estate Appraisers,U.S. Industry,53132
53139,Other Activities Related to Real Estate,Industry,5313
531390,Other Activities Related to Real Estate,U.S. Industry,53139
532,Rental and Leasing Services,Subsector,53
5321,Automotive Equipment Rental and Leasing,Industry Group,532
53211,Passenger Car Rental and Leasing,Industry,5321
532111,Passenger Car Rental,U.S. Industry,53211
532112,Passenger Car Leasing,U.S. Industry,53211
53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Industry,5321
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",U.S. Industry,53212
5322,Consumer Goods Rental,Industry Group,532
53221,Consumer Electronics and Appliances Rental,Industry,5322
532210,Consumer Electronics and Appliances Rental,U.S. Industry,53221
53228,Other Consumer Goods Rental,Industry,5322
532281,Formal Wear and Costume Rental,U.S. Industry,53228
532282,Video Tape and Disc Rental,U.S. Industry,53228
532283,Home Health Equipment Rental,U.S. Industry,53228
532284,Recreational Goods Rental,U.S. Industry,53228
532289,All Other Consumer Goods Rental,U.S. Industry,53228
5323,General Rental Centers,Industry Group,532
53231,General Rental Centers,Industry,5323
532310,General Rental Centers,U.S. Industry,53231
5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,Industry Group,532
53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment",Industry,5324
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and",U.S. Industry,53241
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and",U.S. Industry,53241
53242,Office Machinery and Equipment Rental and Leasing,Industry,5324
532420,Office Machinery and Equipment Rental and Leasing,U.S. Industry,53242
53249,Other Commercial and Industrial Machinery and Equipment Rental and,Industry,5324
532490,Other Commercial and Industrial Machinery and Equipment Rental and,U.S. Industry,53249
533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Subsector,53
5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Industry Group,533
53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Industry,5331
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),U.S. Industry,53311
54,"Professional, Scientific, and Technical Services",Sector,
541,"Professional, Scientific, and Technical Services",Subsector,54
5411,Legal Services,Industry Group,541
54111,Offices of Lawyers,Industry,5411
541110,Offices of Lawyers,U.S. Industry,54111
54112,Offices of Notaries,Industry,5411
541120,Offices of Notaries,U.S. Industry,54112
54119,Other Legal Services,Industry,5411
541191,Title Abstract and Settlement Offices,U.S. Industry,54119
541199,All Other Legal Services,U.S. Industry,54119
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Industry Group,541
54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Industry,5412
541211,Offices of Certified Public Accountants,U.S. Industry,54121
541213,Tax Preparation Services,U.S. Industry,54121
541214,Payroll Services,U.S. Industry,54121
541219,Other Accounting Services,U.S. Industry,54121
5413,"Architectural, Engineering, and Related Services",Industry Group,541
54131,Architectural Services,Industry,5413
541310,Architectural Services,U.S. Industry,54131
54132,Landscape Architectural Services,Industry,5413
541320,Landscape Architectural Services,U.S. Industry,54132
54133,Engineering Services,Industry,5413
541330,Engineering Services,U.S. Industry,54133
54134,Drafting Services,Industry,5413
541340,Drafting Services,U.S. Industry,54134
54135,Building Inspection Services,Industry,5413
541350,Building Inspection Services,U.S. Industry,54135
54136,Geophysical Surveying and Mapping Services,Industry,5413
541360,Geophysical Surveying and Mapping Services,U.S. Industry,54136
54137,Surveying and Mapping (except Geophysical) Services,Industry,5413
541370,Surveying and Mapping (except Geophysical) Services,U.S. Industry,54137
54138,Testing Laboratories,Industry,5413
541380,Testing Laboratories,U.S. Industry,54138
5414,Specialized Design Services,Industry Group,541
54141,Interior Design Services,Industry,5414
541410,Interior Design Services,U.S. Industry,54141
54142,Industrial Design Services,Industry,5414
541420,Industrial Design Services,U.S. Industry,54142
54143,Graphic Design Services,Industry,5414
541430,Graphic Design Services,U.S. Industry,54143
54149,Other Specialized Design Services,Industry,5414
541490,Other Specialized Design Services,U.S. Industry,54149
5415,Computer Systems Design and Related Services,Industry Group,541
54151,Computer Systems Design and Related Services,Industry,5415
541511,Custom Computer Programming Services,U.S. Industry,54151
541512,Computer Systems Design Services,U.S. Industry,54151
541513,Computer Facilities Management Services,U.S. Industry,54151
541519,Other Computer Related Services,U.S. Industry,54151
5416,"Management, Scientific, and Technical Consulting Services",Industry Group,541
54161,Management Consulting Services,Industry,5416
541611,Administrative Management and General Management Consulting,U.S. Industry,54161
541612,Human Resources Consulting Services,U.S. Industry,54161
541613,Marketing Consulting Services,U.S. Industry,54161
541614,"Process, Physical Distribution, and Logistics Consulting Services",U.S. Industry,54161
541618,Other Management Consulting Services,U.S. Industry,54161
54162,Environmental Consulting Services,Industry,5416
541620,Environmental Consulting Services,U.S. Industry,54162
54169,Other Scientific and Technical Consulting Services,Industry,5416
541690,Other Scientific and Technical Consulting Services,U.S. Industry,54169
5417,Scientific Research and Development Services,Industry Group,541
54171,"Research and Development in the Physical, Engineering, and Life Sciences",Industry,5417
541713,Research and Development in Nanotechnology,U.S. Industry,54171
541714,Research and Development in Biotechnology (except Nanobiotechnology),U.S. Industry,54171
541715,"Research and Development in the Physical, Engineering, and Life Sciences",U.S. Industry,54171
54172,Research and Development in the Social Sciences and Humanities,Industry,5417
541720,Research and Development in the Social Sciences and Humanities,U.S. Industry,54172
5418,"Advertising, Public Relations, and Related Services",Industry Group,541
54181,Advertising Agencies,Industry,5418
541810,Advertising Agencies,U.S. Industry,54181
54182,Public Relations Agencies,Industry,5418
541820,Public Relations Agencies,U.S. Industry,54182
54183,Media Buying Agencies,Industry,5418
541830,Media Buying Agencies,U.S. Industry,54183
54184,Media Representatives,Industry,5418
541840,Media Representatives,U.S. Industry,54184
54185,Outdoor Advertising,Industry,5418
541850,Outdoor Advertising,U.S. Industry,54185
54186,Direct Mail Advertising,Industry,5418
541860,Direct Mail Advertising,U.S. Industry,54186
54187,Advertising Material Distribution Services,Industry,5418
541870,Advertising Material Distribution Services,U.S. Industry,54187
54189,Other Services Related to Advertising,Industry,5418
541890,Other Services Related to Advertising,U.S. Industry,54189
5419,"Other Professional, Scientific, and Technical Services",Industry Group,541
54191,Marketing Research and Public Opinion Polling,Industry,5419
541910,Marketing Research and Public Opinion Polling,U.S. Industry,54191
54192,Photographic Services,Industry,5419
541921,"Photography Studios, Portrait",U.S. Industry,54192
541922,Commercial Photography,U.S. Industry,54192
54193,Translation and Interpretation Services,Industry,5419
541930,Translation and Interpretation Services,U.S. Industry,54193
54194,Veterinary Services,Industry,5419
541940,Veterinary Services,U.S. Industry,54194
54199,"All Other Professional, Scientific, and Technical Services",Industry,5419
541990,"All Other Professional, Scientific, and Technical Services",U.S. Industry,54199
55,Management of Companies and Enterprises,Sector,
551,Management of Companies and Enterprises,Subsector,55
5511,Management of Companies and Enterprises,Industry Group,551
55111,Management of Companies and Enterprises,Industry,5511
551111,Offices of Bank Holding Companies,U.S. Industry,55111
551112,Offices of Other Holding Companies,U.S. Industry,55111
551114,"Corporate, Subsidiary, and Regional Managing Offices",U.S. Industry,55111
56,Administrative and Support and Waste Management and Remediation Services,Sector,
561,Administrative and Support Services,Subsector,56
5611,Office Administrative Services,Industry Group,561
56111,Office Administrative Services,Industry,5611
561110,Office Administrative Services,U.S. Industry,56111
5612,Facilities Support Services,Industry Group,561
56121,Facilities Support Services,Industry,5612
561210,Facilities Support Services,U.S. Industry,56121
5613,Employment Services,Industry Group,561
56131,Employment Placement Agencies and Executive Search Services,Industry,5613
561311,Employment Placement Agencies,U.S. Industry,56131
561312,Executive Search Services,U.S. Industry,56131
56132,Temporary Help Services,Industry,5613
561320,Temporary Help Services,U.S. Industry,56132
56133,Professional Employer Organizations,Industry,5613
561330,Professional Employer Organizations,U.S. Industry,56133
5614,Business Support Services,Industry Group,561
56141,Document Preparation Services,Industry,5614
561410,Document Preparation Services,U.S. Industry,56141
56142,Telephone Call Centers,Industry,5614
561421,Telephone Answering Services,U.S. Industry,56142
561422,Telemarketing Bureaus and Other Contact Centers,U.S. Industry,56142
56143,Business Service Centers,Industry,5614
561431,Private Mail Centers,U.S. Industry,56143
561439,Other Business Service Centers (including Copy Shops),U.S. Industry,56143
56144,Collection Agencies,Industry,5614
561440,Collection Agencies,U.S. Industry,56144
56145,Credit Bureaus,Industry,5614
561450,Credit Bureaus,U.S. Industry,56145
56149,Other Business Support Services,Industry,5614
561491,Repossession Services,U.S. Industry,56149
561492,Court Reporting and Stenotype Services,U.S. Industry,56149
561499,All Other Business Support Services,U.S. Industry,56149
5615,Travel Arrangement and Reservation Services,Industry Group,561
56151,Travel Agencies,Industry,5615
561510,Travel Agencies,U.S. Industry,56151
56152,Tour Operators,Industry,5615
561520,Tour Operators,U.S. Industry,56152
56159,Other Travel Arrangement and Reservation Services,Industry,5615
561591,Convention and Visitors Bureaus,U.S. Industry,56159
561599,All Other Travel Arrangement and Reservation Services,U.S. Industry,56159
5616,Investigation and Security Services,Industry Group,561
56161,"Investigation, Guard, and Armored Car Services",Industry,5616
561611,Investigation Services,U.S. Industry,56161
561612,Security Guards and Patrol Services,U.S. Industry,56161
561613,Armored Car Services,U.S. Industry,56161
56162,Security Systems Services,Industry,5616
561621,Security Systems Services (except Locksmiths),U.S. Industry,56162
561622,Locksmiths,U.S. Industry,56162
5617,Services to Buildings and Dwellings,Industry Group,561
56171,Exterminating and Pest Control Services,Industry,5617
561710,Exterminating and Pest Control Services,U.S. Industry,56171
56172,Janitorial Services,Industry,5617
561720,Janitorial Services,U.S. Industry,56172
56173,Landscaping Services,Industry,5617
561730,Landscaping Services,U.S. Industry,56173
56174,Carpet and Upholstery Cleaning Services,Industry,5617
561740,Carpet and Upholstery Cleaning Services,U.S. Industry,56174
56179,Other Services to Buildings and Dwellings,Industry,5617
561790,Other Services to Buildings and Dwellings,U.S. Industry,56179
5619,Other Support Services,Industry Group,561
56191,Packaging and Labeling Services,Industry,5619
561910,Packaging and Labeling Services,U.S. Industry,56191
56192,Convention and Trade Show Organizers,Industry,5619
561920,Convention and Trade Show Organizers,U.S. Industry,56192
56199,All Other Support Services,Industry,5619
561990,All Other Support Services,U.S. Industry,56199
562,Waste Management and Remediation Services,Subsector,56
5621,Waste Collection,Industry Group,562
56211,Waste Collection,Industry,5621
562111,Solid Waste Collection,U.S. Industry,56211
562112,Hazardous Waste Collection,U.S. Industry,56211
562119,Other Waste Collection,U.S. Industry,56211
5622,Waste Treatment and Disposal,Industry Group,562
56221,Waste Treatment and Disposal,Industry,5622
562211,Hazardous Waste Treatment and Disposal,U.S. Industry,56221
562212,Solid Waste Landfill,U.S. Industry,56221
562213,Solid Waste Combustors and Incinerators,U.S. Industry,56221
562219,Other Nonhazardous Waste Treatment and Disposal,U.S. Industry,56221
5629,Remediation and Other Waste Management Services,Industry Group,562
56291,Remediation Services,Industry,5629
562910,Remediation Services,U.S. Industry,56291
56292,Materials Recovery Facilities,Industry,5629
562920,Materials Recovery Facilities,U.S. Industry,56292
56299,All Other Waste Management Services,Industry,5629
562991,Septic Tank and Related Services,U.S. Industry,56299
562998,All Other Miscellaneous Waste Management Services,U.S. Industry,56299
57,Unknown Sector,Sector,
58,Unknown Sector,Sector,
59,Unknown Sector,Sector,
60,Unknown Sector,Sector,
61,Educational Services,Sector,
611,Educational Services,Subsector,61
6111,Elementary and Secondary Schools,Industry Group,611
61111,Elementary and Secondary Schools,Industry,6111
611110,Elementary and Secondary Schools,U.S. Industry,61111
6112,Junior Colleges,Industry Group,611
61121,Junior Colleges,Industry,6112
611210,Junior Colleges,U.S. Industry,61121
6113,"Colleges, Universities, and Professional Schools",Industry Group,611
61131,"Colleges, Universities, and Professional Schools",Industry,6113
611310,"Colleges, Universities, and Professional Schools",U.S. Industry,61131
6114,Business Schools and Computer and Management Training,Industry Group,611
61141,Business and Secretarial Schools,Industry,6114
611410,Business and Secretarial Schools,U.S. Industry,61141
61142,Computer Training,Industry,6114
611420,Computer Training,U.S. Industry,61142
61143,Professional and Management Development Training,Industry,6114
611430,Professional and Management Development Training,U.S. Industry,61143
6115,Technical and Trade Schools,Industry Group,611
61151,Technical and Trade Schools,Industry,6115
611511,Cosmetology and Barber Schools,U.S. Industry,61151
611512,Flight Training,U.S. Industry,61151
611513,Apprenticeship Training,U.S. Industry,61151
611519,Other Technical and Trade Schools,U.S. Industry,61151
6116,Other Schools and Instruction,Industry Group,611
61161,Fine Arts Schools,Industry,6116
611610,Fine Arts Schools,U.S. Industry,61161
61162,Sports and Recreation Instruction,Industry,6116
611620,Sports and Recreation Instruction,U.S. Industry,61162
61163,Language Schools,Industry,6116
611630,Language Schools,U.S. Industry,61163
61169,All Other Schools and Instruction,Industry,6116
611691,Exam Preparation and Tutoring,U.S. Industry,61169
611692,Automobile Driving Schools,U.S. Industry,61169
611699,All Other Miscellaneous Schools and Instruction,U.S. Industry,61169
6117,Educational Support Services,Industry Group,611
61171,Educational Support Services,Industry,6117
611710,Educational Support Services,U.S. Industry,61171
62,Health Care and Social Assistance,Sector,
621,Ambulatory Health Care Services,Subsector,62
6211,Offices of Physicians,Industry Group,621
62111,Offices of Physicians,Industry,6211
621111,Offices of Physicians (except Mental Health Specialists),U.S. Industry,62111
621112,"Offices of Physicians, Mental Health Specialists",U.S. Industry,62111
6212,Offices of Dentists,Industry Group,621
62121,Offices of Dentists,Industry,6212
621210,Offices of Dentists,U.S. Industry,62121
6213,Offices of Other Health Practitioners,Industry Group,621
62131,Offices of Chiropractors,Industry,6213
621310,Offices of Chiropractors,U.S. Industry,62131
62132,Offices of Optometrists,Industry,6213
621320,Offices of Optometrists,U.S. Industry,62132
62133,Offices of Mental Health Practitioners (except Physicians),Industry,6213
621330,Offices of Mental Health Practitioners (except Physicians),U.S. Industry,62133
62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",Industry,6213
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",U.S. Industry,62134
62139,Offices of All Other Health Practitioners,Industry,6213
621391,Offices of Podiatrists,U.S. Industry,62139
621399,Offices of All Other Miscellaneous Health Practitioners,U.S. Industry,62139
6214,Outpatient Care Centers,Industry Group,621
62141,Family Planning Centers,Industry,6214
621410,Family Planning Centers,U.S. Industry,62141
62142,Outpatient Mental Health and Substance Abuse Centers,Industry,6214
621420,Outpatient Mental Health and Substance Abuse Centers,U.S. Industry,62142
62149,Other Outpatient Care Centers,Industry,6214
621491,HMO Medical Centers,U.S. Industry,62149
621492,Kidney Dialysis Centers,U.S. Industry,62149
621493,Freestanding Ambulatory Surgical and Emergency Centers,U.S. Industry,62149
621498,All Other Outpatient Care Centers,U.S. Industry,62149
6215,Medical and Diagnostic Laboratories,Industry Group,621
62151,Medical and Diagnostic Laboratories,Industry,6215
621511,Medical Laboratories,U.S. Industry,62151
621512,Diagnostic Imaging Centers,U.S. Industry,62151
6216,Home Health Care Services,Industry Group,621
62161,Home Health Care Services,Industry,6216
621610,Home Health Care Services,U.S. Industry,62161
6219,Other Ambulatory Health Care Services,Industry Group,621
62191,Ambulance Services,Industry,6219
621910,Ambulance Services,U.S. Industry,62191
62199,All Other Ambulatory Health Care Services,Industry,6219
621991,Blood and Organ Banks,U.S. Industry,62199
621999,All Other Miscellaneous Ambulatory Health Care Services,U.S. Industry,62199
622,Hospitals,Subsector,62
6221,General Medical and Surgical Hospitals,Industry Group,622
62211,General Medical and Surgical Hospitals,Industry,6221
622110,General Medical and Surgical Hospitals,U.S. Industry,62211
6222,Psychiatric and Substance Abuse Hospitals,Industry Group,622
62221,Psychiatric and Substance Abuse Hospitals,Industry,6222
622210,Psychiatric and Substance Abuse Hospitals,U.S. Industry,62221
6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,Industry Group,622
62231,Specialty (except Psychiatric and Substance Abuse) Hospitals,Industry,6223
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,U.S. Industry,62231
623,Nursing and Residential Care Facilities,Subsector,62
6231,Nursing Care Facilities (Skilled Nursing Facilities),Industry Group,623
62311,Nursing Care Facilities (Skilled Nursing Facilities),Industry,6231
623110,Nursing Care Facilities (Skilled Nursing Facilities),U.S. Industry,62311
6232,"Residential Intellectual and Developmental Disability, Mental Health, and",Industry Group,623
62321,Residential Intellectual and Developmental Disability Facilities,Industry,6232
623210,Residential Intellectual and Developmental Disability Facilities,U.S. Industry,62321
62322,Residential Mental Health and Substance Abuse Facilities,Industry,6232
623220,Residential Mental Health and Substance Abuse Facilities,U.S. Industry,62322
6233,Continuing Care Retirement Communities and Assisted Living Facilities for the,Industry Group,623
62331,Continuing Care Retirement Communities and Assisted Living Facilities for,Industry,6233
623311,Continuing Care Retirement Communities,U.S. Industry,62331
623312,Assisted Living Facilities for the Elderly,U.S. Industry,62331
6239,Other Residential Care Facilities,Industry Group,623
62399,Other Residential Care Facilities,Industry,6239
623990,Other Residential Care Facilities,U.S. Industry,62399
624,Social Assistance,Subsector,62
6241,Individual and Family Services,Industry Group,624
62411,Child and Youth Services,Industry,6241
624110,Child and Youth Services,U.S. Industry,62411
62412,Services for the Elderly and Persons with Disabilities,Industry,6241
624120,Services for the Elderly and Persons with Disabilities,U.S. Industry,62412
62419,Other Individual and Family Services,Industry,6241
624190,Other Individual and Family Services,U.S. Industry,62419
6242,"Community Food and Housing, and Emergency and Other Relief Services",Industry Group,624
62421,Community Food Services,Industry,6242
624210,Community Food Services,U.S. Industry,62421
62422,Community Housing Services,Industry,6242
624221,Temporary Shelters,U.S. Industry,62422
624229,Other Community Housing Services,U.S. Industry,62422
62423,Emergency and Other Relief Services,Industry,6242
624230,Emergency and Other Relief Services,U.S. Industry,62423
6243,Vocational Rehabilitation Services,Industry Group,624
62431,Vocational Rehabilitation Services,Industry,6243
624310,Vocational Rehabilitation Services,U.S. Industry,62431
6244,Child Day Care Services,Industry Group,624
62441,Child Day Care Services,Industry,6244
624410,Child Day Care Services,U.S. Industry,62441
63,Unknown Sector,Sector,
64,Unknown Sector,Sector,
65,Unknown Sector,Sector,
66,Unknown Sector,Sector,
67,Unknown Sector,Sector,
68,Unknown Sector,Sector,
69,Unknown Sector,Sector,
70,Unknown Sector,Sector,
71,"Arts, Entertainment, and Recreation",Sector,
711,"Performing Arts, Spectator Sports, and Related Industries",Subsector,71
7111,Performing Arts Companies,Industry Group,711
71111,Theater Companies and Dinner Theaters,Industry,7111
711110,Theater Companies and Dinner Theaters,U.S. Industry,71111
71112,Dance Companies,Industry,7111
711120,Dance Companies,U.S. Industry,71112
71113,Musical Groups and Artists,Industry,7111
711130,Musical Groups and Artists,U.S. Industry,71113
71119,Other Performing Arts Companies,Industry,7111
711190,Other Performing Arts Companies,U.S. Industry,71119
7112,Spectator Sports,Industry Group,711
71121,Spectator Sports,Industry,7112
711211,Sports Teams and Clubs,U.S. Industry,71121
711212,Racetracks,U.S. Industry,71121
711219,Other Spectator Sports,U.S. Industry,71121
